archive_id,version,date,branch,source_type,source_root_id,relative_path,filename,file_size_bytes,sha256,availability_status,integrity_status,duplicate_group,probable_architecture_era,milestone_selected
BLU-HIST-0084,v0.9.0,2026-03-13,release,archive_file,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-13_2157_CDT_Blu_v0.9.0_Preview_MMUPATCH.zip,2026-03-13_2157_CDT_Blu_v0.9.0_Preview_MMUPATCH.zip,77078,ece8030817873c08a02dc9da821d11e786fca2931c7f1cf26e00b743320dd677,available,readable,,pass_continuity_expansion_era,False
BLU-HIST-0085,v0.9.0,2026-03-13,release,archive_file,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-13_2157_CDT_Blu_v0.9.0_Preview_STAGE9_ACCEPTANCEDRIFTAUDITLOCK.zip,2026-03-13_2157_CDT_Blu_v0.9.0_Preview_STAGE9_ACCEPTANCEDRIFTAUDITLOCK.zip,79711,7401a7a0d2ba6be679088ab51aeb1d9838c42a5903467f2633a31be41851f0b2,available,readable,,pass_continuity_expansion_era,False
BLU-HIST-0086,v0.9.0,2026-03-16,release,archive_file,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-16_1530_CST_Bluv0.9.0_Preview.zip,2026-03-16_1530_CST_Bluv0.9.0_Preview.zip,81411,f7a7b2e20f25815f7796572771203070bda8849e54331630e65bd1521001d456,available,readable,,pass_continuity_expansion_era,False
BLU-HIST-0087,v0.9.0,2026-03-16,release,archive_file,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-16_1600_CST_Blu_v0.9.0_Preview.zip,2026-03-16_1600_CST_Blu_v0.9.0_Preview.zip,84499,3be907c3c51745768dabc7b87218076e4746a73089f16ae6cb9e6f9deb78cb02,available,readable,,pass_continuity_expansion_era,False
BLU-HIST-0088,v0.9.0,2026-03-16,release,archive_file,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-16_2122_CST_Blu_v0.9.0_Preview.zip,2026-03-16_2122_CST_Blu_v0.9.0_Preview.zip,83904,ecc9831bda2b1c106d58b606a55bca21dcb119ed4d81b8f1745285ca75a0fac5,available,readable,,pass_continuity_expansion_era,False
BLU-HIST-0089,v0.9.0,2026-03-16,release,archive_file,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-16_2122_CST_Blu_v0.9.0_Preview_OPs_Patch.zip,2026-03-16_2122_CST_Blu_v0.9.0_Preview_OPs_Patch.zip,87681,c37660434a374feddd7b4d7491c3669c42ab72ba2de70b5908984ed6bc25f9d6,available,readable,,pass_continuity_expansion_era,False
BLU-HIST-0090,v0.9.0,2026-03-20,release,historical_source_folder,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-20_1252_CDT_Blu_PASS_RC_Stabilization_Patch,2026-03-20_1252_CDT_Blu_PASS_RC_Stabilization_Patch,268699,f43cbb29c7ee22c4f9de8d2dbb77b96e596d034dc6c90446c5744fd6429ca6d7,available,readable,,pass_continuity_expansion_era,False
BLU-HIST-0091,v0.9.0,2026-03-20,release,archive_file,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-20_1252_CDT_Blu_PASS_RC_Stabilization_Patch.zip,2026-03-20_1252_CDT_Blu_PASS_RC_Stabilization_Patch.zip,89419,69229509d71d66e7ff7b94ac7611886468a4a1c92138522689b1280db96d9f31,available,readable,,pass_continuity_expansion_era,True
BLU-HIST-0092,v0.9.1,2026-03-21,release,archive_file,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-21_1600_Blu_v0.9.1_preview.zip,2026-03-21_1600_Blu_v0.9.1_preview.zip,56930,afb3091d9e403924d2a160e674f426a176d2299cf002f6625dbed353efec7fed,available,readable,,pass_continuity_expansion_era,False
BLU-HIST-0093,v0.9.1,2026-03-21,release,archive_file,dad_kernel_root,Release/!Archives/v0.9.0/2026-03-21_1954_CST_Blu_v0_9_1_Rebuild.zip,2026-03-21_1954_CST_Blu_v0_9_1_Rebuild.zip,58136,b92a10f56754809d1ac48c12a2ef72b3e810666c3269686a7064cc18475f27ce,available,readable,,pass_continuity_expansion_era,False
BLU-HIST-0094,v0.10.0,2026-03-26,release,archive_file,dad_kernel_root,Release/!Archives/v0.10.x/2026-03-26_1200_Blu_v0.10.0_Preview.zip,2026-03-26_1200_Blu_v0.10.0_Preview.zip,35527,dab5e4c082f34f54dc9461b6ca7cf53f45603904a621ea47d727347ab479854a,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0095,v0.11.0,2026-03-29,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-03-29_1253_Blu_v0.11.0_Preview.zip,2026-03-29_1253_Blu_v0.11.0_Preview.zip,40024,ea5607eb54aefd0308c80cebf3cb1546e8a719375962ffc3ef40d00b43d40a4d,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0096,v0.11.0,2026-03-29,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-03-29_1521_Blu_v0.11.0_Preview.zip,2026-03-29_1521_Blu_v0.11.0_Preview.zip,40075,214d809ec7f93104977830d62e43da5d77939b86678103d1dec2359101f96979,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0097,v0.11.0,2026-03-29,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-03-29_1521_Blu_v0.11.0_Preview_patched_mood.zip,2026-03-29_1521_Blu_v0.11.0_Preview_patched_mood.zip,41233,19315052742bcceb36230e026323a8b1cea481d5eeb0fa5ec96aeac329fa7801,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0098,v0.11.0,2026-03-29,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-03-29_1652_Blu_v0.11.0_Preview.zip,2026-03-29_1652_Blu_v0.11.0_Preview.zip,40384,11263ad1281c35e2680ecec3aff099d124cc88fcbb05cb0d51c3a78d8ffc70f4,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0099,v0.11.0,2026-03-29,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-03-29_1652_Blu_v0.11.0_Preview_patched_mood_exec.zip,2026-03-29_1652_Blu_v0.11.0_Preview_patched_mood_exec.zip,41678,9fd5b2fddada524faaa0182c4f1449796ee431d30e162d8a20c43c2cbb173609,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0100,v0.11.0,2026-03-29,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-03-29_1837_Blu_v0.11.0_Preview_patched_exec_output_discipline.zip,2026-03-29_1837_Blu_v0.11.0_Preview_patched_exec_output_discipline.zip,40882,e062cfd18da5a6670698db9492451cf9d28453a6a728589fe7cde2f5aab8e82e,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0101,v0.11.0,2026-03-31,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-03-31_1742_Blu_v0.11.0_Preview.zip,2026-03-31_1742_Blu_v0.11.0_Preview.zip,41193,ffae5cd545bc96c3469a058563b3ff46a1faee13e743fd6d984df5232a3f691f,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0102,v0.11.0,2026-03-31,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-03-31_2300_Blu_v0.11.0_Preview.zip,2026-03-31_2300_Blu_v0.11.0_Preview.zip,42356,a630bb488443cda80989883078fc5fb9009f34005cb89a204f4393ae426a3837,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0103,v0.11.1,2026-03-31,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-03-31_2341_Blu_v0.11.1_Preview.zip,2026-03-31_2341_Blu_v0.11.1_Preview.zip,43993,14b0d47a83647f1e4e195ed77931684b60ec961fb3e653343aef3b9768f786b0,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0104,v0.11.2,2026-04-03,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-04-03_0000_Blu_v0.11.2_Preview.zip,2026-04-03_0000_Blu_v0.11.2_Preview.zip,44354,1e380f15d0630f0d1ff0df38230091ba15e21fc61ca9f5894df74e47ee682a1e,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0105,v0.11.3,2026-04-03,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-04-03_0015_Blu_v0.11.3_Preview.zip,2026-04-03_0015_Blu_v0.11.3_Preview.zip,45448,c12aa2c894f2d56b7aba0d2f910381c67d6ce2c40bec3807f6cdbb22eb2e2ef4,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0106,v0.11.4,2026-04-03,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-04-03_0035_Blu_v0.11.4_Preview.zip,2026-04-03_0035_Blu_v0.11.4_Preview.zip,44777,81bdda7e0b83702f91723c795041595ea09c25c39d71e0a7ac9e500af4291cd0,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0107,v0.11.5,2026-04-04,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-04-04_0005_Blu_v0.11.5_Preview.zip,2026-04-04_0005_Blu_v0.11.5_Preview.zip,45560,3df8abf3200dd242cbf3618d6c6628acd67a9dc3897960cb68ed07199587e526,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0108,v0.11.6,2026-04-04,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-04-04_0015_Blu_v0.11.6_Preview.zip,2026-04-04_0015_Blu_v0.11.6_Preview.zip,45906,4ce8a642cc4191377fae90c586806cd1179e75ee08c8c13cc8c2f91860229b36,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0109,v0.11.7,2026-04-04,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-04-04_0030_Blu_v0.11.7_Preview.zip,2026-04-04_0030_Blu_v0.11.7_Preview.zip,46004,fca24c06601ab82bbd105cfc120b660b1ff7f904b088305d38bb1a6a08d2f40b,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0110,v0.11.8,2026-04-04,release,archive_file,dad_kernel_root,Release/!Archives/v0.11.x/2026-04-04_0100_Blu_v0.11.8_Preview.zip,2026-04-04_0100_Blu_v0.11.8_Preview.zip,47558,9f00f88b18422d664e0b5b2a412fc8ab2384589818b2c9e983157c85f9d18568,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0111,v0.12.0,2026-04-05,release,archive_file,dad_kernel_root,Release/!Archives/v0.12.x/2026-04-05_1425_Blu v0.12.0 Preview.zip,2026-04-05_1425_Blu v0.12.0 Preview.zip,26459,1bc4840894f05e024557352504e6280fd291f2d91e2b01325953ad41b1bba688,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0112,v0.12.0,2026-04-05,release,archive_file,dad_kernel_root,Release/!Archives/v0.12.x/2026-04-05_1638_Blu v0.12.0 Preview.zip,2026-04-05_1638_Blu v0.12.0 Preview.zip,32773,113644dae49203e3dfc37356bf66173da08217472c8e0eaaf093d731e10c2192,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0113,v0.12.0,2026-04-05,release,archive_file,dad_kernel_root,Release/!Archives/v0.12.x/2026-04-05_1638_Blu_v0.12.0_Preview.zip,2026-04-05_1638_Blu_v0.12.0_Preview.zip,36290,42c3c8e1d97fd6d799268c6dbea42e25e81483e80bd61f6b11014aaf44b2d327,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0114,v0.12.0,2026-04-05,release,archive_file,dad_kernel_root,Release/!Archives/v0.12.x/2026-04-05_2127_Blu_v0.12.0_Preview.zip,2026-04-05_2127_Blu_v0.12.0_Preview.zip,37776,ea29362e9f6d840dfba36ffcd0e6502f26b3a537cdcc9c21e6ec78a4128f10ce,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0115,v0.12.0,2026-04-05,release,archive_file,dad_kernel_root,Release/!Archives/v0.12.x/2026-04-05_2201_Blu_v0.12.0_Preview.zip,2026-04-05_2201_Blu_v0.12.0_Preview.zip,37635,e2552ba49b63fa0d1a9ae1906b74628d459e14ba9874541a932658d86fefc7d9,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0116,v0.12.1,2026-04-05,release,archive_file,dad_kernel_root,Release/!Archives/v0.12.x/2026-04-05_Blu_v0.12.1_Preview.zip,2026-04-05_Blu_v0.12.1_Preview.zip,37835,e6171bfc37a762a415ba2b5a76219d110629af056a43c00466af28ba59cf92ba,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0117,v0.13.0,2026-04-06,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-06_1125_Blu_v0.13.0_Preview.zip,2026-04-06_1125_Blu_v0.13.0_Preview.zip,40680,20595afedd4590ffa6f4e066cd2525bcf5b6b8a3f9c45833a6f95fc6feb930b6,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0118,v0.13.1,2026-04-06,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-06_1707_Blu_v0.13.1_Preview.zip,2026-04-06_1707_Blu_v0.13.1_Preview.zip,45286,9a039578df8b1d19ab80f0bc0b88c77aac47d890ff7af7741ebcb35e41c999ce,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0119,v0.13.2,2026-04-06,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-06_1735_Blu_v0.13.2_Preview.zip,2026-04-06_1735_Blu_v0.13.2_Preview.zip,48335,58f20cc60f1df4b2e5a311f02b4af4adb767a3263dc85eae223f704311546de7,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0120,v0.13.3,2026-04-06,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-06_1755_Blu_v0.13.3_Preview.zip,2026-04-06_1755_Blu_v0.13.3_Preview.zip,42519,694567744bab509f595e7bcd35a6ffefd30b856ec3abe1855b3f0e98d6059f36,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0121,v0.13.2,2026-04-07,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-07_1515_Blu_v0.13.2_Preview.zip,2026-04-07_1515_Blu_v0.13.2_Preview.zip,50207,fc74766011094ce1b58de1cff2f6e892b97bc703966b4543f89e12bf7d451daf,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0122,v0.13.2,2026-04-07,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-07_1545_Blu_v0.13.2_Preview.zip,2026-04-07_1545_Blu_v0.13.2_Preview.zip,50479,d48a2995487043919674ccfb0b28dc1ad8d785a1df2a69f1ad96075dc70ed258,available,readable,DUP-002,preview_modular_kernel_era,False
BLU-HIST-0123,v0.13.2,2026-04-07,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-07_1600_Blu_v0.13.2_Baseline.zip,2026-04-07_1600_Blu_v0.13.2_Baseline.zip,50479,d48a2995487043919674ccfb0b28dc1ad8d785a1df2a69f1ad96075dc70ed258,available,readable,DUP-002,preview_modular_kernel_era,False
BLU-HIST-0124,v0.13.2,2026-04-07,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-07_1910_Blu_v0.13.2_Preview.zip,2026-04-07_1910_Blu_v0.13.2_Preview.zip,50681,4ed378a2e3690dce9d285042bafcc0cd30a02955896cb521d1f7c360e6527da5,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0125,v0.13.2,2026-04-07,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-07_2217_Blu_v0.13.2_Preview.zip,2026-04-07_2217_Blu_v0.13.2_Preview.zip,51102,323b9b338699a1d5afd69490c8fbd416dc01fa70717c85412f39dd01cd0d9943,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0126,v0.13.2,2026-04-07,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-07_2245_Blu_v0.13.2_GateTest_01.zip,2026-04-07_2245_Blu_v0.13.2_GateTest_01.zip,52239,07e57ff01b69ab7981534bb1a59553935139e1b1443f06c1bca41f83f8dbafba,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0127,v0.13.2,2026-04-07,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-07_2335_Blu_v0.13.2_GateTest_03.zip,2026-04-07_2335_Blu_v0.13.2_GateTest_03.zip,67659,55ca4874e8c2ce4b2c6d80ea85ce8b3459324846f65a9b861ff9bfd2e5fb4eaf,available,readable,,preview_modular_kernel_era,True
BLU-HIST-0128,v0.13.2,2026-04-08,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-08_0748_Blu_v0.13.2_Baseline.zip,2026-04-08_0748_Blu_v0.13.2_Baseline.zip,49634,4658c5a7900b5fcf0af6bbc78dbb2a7e1da0eca708cd203f59110788365f0734,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0129,v0.13.2,2026-04-08,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-08_1250_Blu_v0.13.2_Baseline.zip,2026-04-08_1250_Blu_v0.13.2_Baseline.zip,56910,430fc70052f8e8f0918edc49ee76516599c9a2e917c2f09303a3f7d65b680c57,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0130,v0.13.13,2026-04-08,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-08_1500_Blu_v0.13.13_Preview.zip,2026-04-08_1500_Blu_v0.13.13_Preview.zip,64435,08351c4ca8244df1cc5b869c35f4526da5c92969274bb3b8c94e6e5fa77186f4,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0131,v0.13.x,2026-04-08,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-08_1531_Blu_v13.2_Baseline.zip,2026-04-08_1531_Blu_v13.2_Baseline.zip,59920,45bf8692f147c9832add6869a8ecd03b2379e8e446c2f602b0e0ff993e778d9e,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0132,v0.13.x,2026-04-08,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-08_2229_Blu_v13.2_Baseline.zip,2026-04-08_2229_Blu_v13.2_Baseline.zip,59976,07a639ba25c1797ec633ae9786124eb7265dd6a8e5b4fa51cf65cf85675f58e6,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0133,v0.13.x,2026-04-08,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-08_2245_Blu_v13.2_Baseline.zip,2026-04-08_2245_Blu_v13.2_Baseline.zip,60503,493b4895491d7dd884483e1a69893525ea078bcaf24252df70fc6543818625df,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0134,v0.13.3,2026-04-08,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-08_2250_Blu_v0.13.3_Baseline.zip,2026-04-08_2250_Blu_v0.13.3_Baseline.zip,60581,3fe94aba2867f05d45fe40f5b711807fdbec4b6f1f4ec1dbd738b748a5725a59,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0135,v0.13.3,2026-04-09,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-09_Blu_v0.13.3_preview_patched_persona_mood.zip,2026-04-09_Blu_v0.13.3_preview_patched_persona_mood.zip,67635,f5ef95c245cae9994a0378929d7fd58d25ebb42bb6b4df316471163ac37a619b,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0136,v0.13.3,2026-04-13,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-13_0932_Blu_v0.13.3_Preview.zip,2026-04-13_0932_Blu_v0.13.3_Preview.zip,69568,c558eb9b1c395d81a7f3fa919599ca4569f5405b0788fa384b5274957dcb03e8,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0137,v0.13.3,2026-04-13,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-13_0932_Blu_v0.13.3_Preview_live_tracert_patch.zip,2026-04-13_0932_Blu_v0.13.3_Preview_live_tracert_patch.zip,71007,040c978fcf30122a30a9af4539c7d35fd499b74c35c993827c69479d268016f0,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0138,v0.13.3,2026-04-13,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-13_0932_Blu_v0.13.3_Preview_tracert_payload_patch.zip,2026-04-13_0932_Blu_v0.13.3_Preview_tracert_payload_patch.zip,70973,477c692e7458dcb259a0a628549e81845510833c68b4fdf88414aee144327524,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0139,v0.13.3,2026-04-13,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-13_0932_Blu_v0.13.3_Preview_tracert_unify_patch.zip,2026-04-13_0932_Blu_v0.13.3_Preview_tracert_unify_patch.zip,70500,ec28515c36ef4a656e56336c52c2e7e5e76f2fea6b9e748032afbb678132d364,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0140,v0.13.3,2026-04-15,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-15_1000_Blu_v0.13.3_Preview.zip,2026-04-15_1000_Blu_v0.13.3_Preview.zip,69987,eed4ecf28852c55f128624e575382c17fa7190bf877355f0df11bb15f50926fd,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0141,v0.13.4,2026-04-15,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-15_1030_Blu_v0.13.4_Preview.zip,2026-04-15_1030_Blu_v0.13.4_Preview.zip,69665,f1100b647ca9cfa73a6cd24048ec67bf2ccef3ed50d118fa204608cb1cba4b63,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0142,v0.13.5,2026-04-15,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-15_1100_Blu_v0.13.5_Preview.zip,2026-04-15_1100_Blu_v0.13.5_Preview.zip,70920,e61e5dc0c8a94656b1fb97cd3e3c1e82f39ee5d51676f25464268ddc1d4e6257,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0143,v0.13.6,2026-04-15,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-15_1130_Blu_v0.13.6_Preview.zip,2026-04-15_1130_Blu_v0.13.6_Preview.zip,71815,ad09560ab4f188708e818f464598f31f4c4b5c9478d1e594fa0530a03f579efe,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0144,v0.13.7,2026-04-15,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-15_1200_Blu_v0.13.7_Preview.zip,2026-04-15_1200_Blu_v0.13.7_Preview.zip,72424,31619a7920a37ed7a3c5d0b0800e02c57c247609c637f8a1131e0d562d6a0c76,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0145,v0.13.8,2026-04-15,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-15_1230_Blu_v0.13.8_Preview.zip,2026-04-15_1230_Blu_v0.13.8_Preview.zip,73370,c172e77ed425f175184c9f535809d67cc21f2366f86e25909fa649b4d8e9ef3e,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0146,v0.13.9,2026-04-15,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-15_1735_Blu_v0.13.9_Preview.zip,2026-04-15_1735_Blu_v0.13.9_Preview.zip,73517,c342aff623f03ddc1ee7aa16d8d13ff2f6ff37c4413492f2a59cd280c2226152,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0147,v0.13.10,2026-04-15,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-15_1800_Blu_v0.13.10_Preview.zip,2026-04-15_1800_Blu_v0.13.10_Preview.zip,73881,6d710e4e8b4d6b5d2f76454415bf208fbf42b9e648e4eacb3d4994589c1bf388,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0148,v0.13.11,2026-04-15,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-15_1830_Blu_v0.13.11_Preview.zip,2026-04-15_1830_Blu_v0.13.11_Preview.zip,74476,df481a8a836c379cd60305a711d0e4305bdf1a0c7297c1c40c72f5d8cc5cc6e8,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0149,v0.13.12,2026-04-16,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-16_0930_Blu_v0.13.12_Preview.zip,2026-04-16_0930_Blu_v0.13.12_Preview.zip,75622,6fa3cf4fb23c87cf7331fb7038c9f4f027c9619b0ab40ac6e848d5e21affe39e,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0150,v0.13.13,2026-04-16,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-16_1152_Blu_v0.13.13_Preview.zip,2026-04-16_1152_Blu_v0.13.13_Preview.zip,70533,ec2c7ba787b463478aa407029825af74da9724e1c7080bb0304526881eb19360,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0151,v0.13.14,2026-04-16,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-16_1305_Blu_v0.13.14_Preview.zip,2026-04-16_1305_Blu_v0.13.14_Preview.zip,71052,3e0913df0464c64879d59ab6cd0405051171606c73b271523dcb67cb000ff538,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0152,v0.13.15,2026-04-17,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-17_0912_Blu_v0.13.15_Preview.zip,2026-04-17_0912_Blu_v0.13.15_Preview.zip,71397,fe3dc2394222eb6c163c898a091681b210c56d4796ae78e5d0da54d946b3dc71,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0153,v0.13.16,2026-04-17,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-17_0958_Blu_v0.13.16_Preview.zip,2026-04-17_0958_Blu_v0.13.16_Preview.zip,71776,040522ccfe20168c77513e3085fa945d66c6f110facaf45750daba0f0d2426ac,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0154,v0.13.17,2026-04-17,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-17_1155_Blu_v0.13.17_Preview.zip,2026-04-17_1155_Blu_v0.13.17_Preview.zip,72542,93d0ce82279150f310d5a8d31ea792aff129b1d4664c582dde194ae43491ee1f,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0155,v0.13.18,2026-04-17,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-17_1324_Blu_v0.13.18_Preview.zip,2026-04-17_1324_Blu_v0.13.18_Preview.zip,74336,403f86ccc80ac9804cabfd7545c6dae1068eceff64d6e45722a53f96080cdea4,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0156,v0.13.19,2026-04-17,release,archive_file,dad_kernel_root,Release/!Archives/v0.13.x/2026-04-17_1600_Blu_v0.13.19_Preview.zip,2026-04-17_1600_Blu_v0.13.19_Preview.zip,75047,f1c6f8585e3b67230f97c806eedd550efa70b2d20df0371417bc9eec8f13b881,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0157,v0.14.0,2026-04-18,release,archive_file,dad_kernel_root,Release/!Archives/v0.14.x/2026-04-18_1801_Blu_v0.14.0_Alpha_Baseline_Phase_2.zip,2026-04-18_1801_Blu_v0.14.0_Alpha_Baseline_Phase_2.zip,76428,32c6c761fb18974d263d41a4374393683ee5071683a83c2c1eb5f30cf698c1a9,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0158,v0.14.0,2026-04-18,release,archive_file,dad_kernel_root,Release/!Archives/v0.14.x/2026-04-18_1856_Blu_v0.14.0_Alpha_Baseline_Phase_3.zip,2026-04-18_1856_Blu_v0.14.0_Alpha_Baseline_Phase_3.zip,78161,32a89856e52bfdca615f691f4536822caf3fa70ae873334de448ea2c2e079a9d,available,readable,,preview_modular_kernel_era,False
BLU-HIST-0159,v0.14.0,2026-04-18,release,archive_file,dad_kernel_root,Release/!Archives/v0.14.x/2026-04-18_2216_Blu_v0.14.0_Alpha_Baseline_Phase_4.zip,2026-04-18_2216_Blu_v0.14.0_Alpha_Baseline_Phase_4.zip,81407,0eca0678ce7617c6bcdb88bb612ec6ab027bbeaff59630a67b301e2315175704,available,readable,,preview_modular_kernel_era,False
